Orgao Responsável,Título,Link,Tipo,Data de Publicação,Resultado
SESTA,Seleção de Estagiário em Computação para Geografia,http://www.editais.ufu.br/node/449,Estágio UFU,15/12/2009,Não Publ.
SESTA,Seleção de Estagiários para DIRAC,http://www.editais.ufu.br/node/451,Estágio UFU,15/12/2009,Não Publ.
SESTA,Oportunidade de estágio - Ciência da Computação e Sistemas de Informação,http://www.editais.ufu.br/node/454,Estágio UFU,09/12/2009,Não Publ.
SESTA,Processo Seletivo para Bolsistas de Extensão - PROEX,http://www.editais.ufu.br/node/456,Estágio UFU,06/12/2009,Não Publ.
SESTA,Vaga de Estágio - Banco Santander,http://www.editais.ufu.br/node/432,Estágio UFU,03/12/2009,Não Publ.
SESTA,Seleção de Estagiário para Atuar na DIRQS,http://www.editais.ufu.br/node/433,Estágio UFU,03/12/2009,Não Publ.
SESTA,"EDUFU - Vaga de estágio para alunos de Adm., Direito, Economia ou Ciências Contábeis",http://www.editais.ufu.br/node/438,Estágio UFU,30/11/2009,Não Publ.
SESTA,Processo Seletivo Rondonistas - Projeto Rondon,http://www.editais.ufu.br/node/445,Estágio UFU,23/11/2009,Não Publ.
SESTA,Seleção de Estagiàrio para COPEV,http://www.editais.ufu.br/node/470,Estágio UFU,18/11/2009,Não Publ.
SESTA,Edital de Seleção p/ Estagiários - Comitê de Ética no Uso de Animais,http://www.editais.ufu.br/node/477,Estágio UFU,12/11/2009,Não Publ.
SESTA,Vaga De Emprego Para Contabilista Fiscal,http://www.editais.ufu.br/node/480,Estágio UFU,12/11/2009,Não Publ.
SESTA,Processo Seletivo para Bolsistas de Extensão - PROEX,http://www.editais.ufu.br/node/465,Estágio UFU,11/11/2009,Não Publ.
SESTA,Processo Seletivo para Bolsistas de Extensão - PROEX,http://www.editais.ufu.br/node/466,Estágio UFU,11/11/2009,Não Publ.
SESTA,Proc. Seletivo para Estagiário Estudantes de Biologia,http://www.editais.ufu.br/node/483,Estágio UFU,10/11/2009,Não Publ.
DICAP,Proc. Seletivo para Estagiário - DICAP,http://www.editais.ufu.br/node/491,Estágio UFU,05/11/2009,Não Publ.
SESTA,Vaga de Estágio Curso Ciência da Computação,http://www.editais.ufu.br/node/493,Estágio UFU,02/11/2009,Não Publ.
SESTA,Vaga de Estágio Ciências Contabéis - Grupo Luta Pela Vida,http://www.editais.ufu.br/node/497,Estágio UFU,26/10/2009,Não Publ.
SESTA,Vaga de Emprego para Contabilista - Empresa ICP,http://www.editais.ufu.br/node/478,Estágio UFU,21/10/2009,Não Publ.
SESTA,Vaga de Emprego para Contabilista Fiscal - Empresa ICP,http://www.editais.ufu.br/node/479,Estágio UFU,21/10/2009,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Curso de Pedagogia,http://www.editais.ufu.br/node/489,Estágio UFU,21/10/2009,Não Publ.
SESTA,Proc. Seletivo para Estagiário - DIRPD,http://www.editais.ufu.br/node/503,Estágio UFU,18/10/2009,Não Publ.
SESTA,Proc. Seletivo para Bolsista de Extensão - PROEX,http://www.editais.ufu.br/node/487,Inic. Científica,14/10/2009,Não Publ.
SESTA,Seleção de Estagiários do curso de Pedagogia para atuar no Curso de Pedagogia a distância,http://www.editais.ufu.br/node/511,Estágio UFU,07/10/2009,Não Publ.
SESTA,Seleção de estagiários na área de Eng. e Computação p/ atuar no Curso de Pedagogia a distância,http://www.editais.ufu.br/node/512,Estágio UFU,02/10/2009,Não Publ.
SESTA,Seleção de Estagiários dos cursos de licenciatura para atuar no Curso de Pedagogia a distância,http://www.editais.ufu.br/node/514,Estágio UFU,02/10/2009,Não Publ.
